단어(0) : 		품사 :  SW 
단어(14300) : 빈부		품사 : NNG 
단어(14301) : 몰골		품사 : NNG 
단어(14302) : 천리마		품사 : NNG 
단어(14303) : 만족		품사 : NNG 
단어(14304) : 호흡		품사 : NNG 
단어(14305) : 높이		품사 : VV MAG NNG 
단어(14306) : 成案		품사 : SH 
단어(14307) : 먹물		품사 : NNG 
단어(14308) : 군자		품사 : NNG 
단어(14309) : 오진		품사 : NNG 
단어(14310) : 억지웃음		품사 : NNG 
단어(14311) : ㄹ래요		품사 : EF 
단어(14312) : 파리		품사 : NNG NNP 
단어(14313) : 손세일		품사 : NNP 
단어(14314) : 힘겹		품사 : VA 
단어(14315) : 규명		품사 : NNG 
단어(14316) : 구정		품사 : NNG 
단어(14317) : 누리		품사 : VV NNG 
단어(14318) : 분하		품사 : VA 
단어(14319) : 수익		품사 : NNG 
단어(14320) : 분할		품사 : NNG 
단어(14321) : 여타		품사 : NNG 
단어(14322) : 관하		품사 : VV 
단어(14323) : 황토		품사 : NNG 
단어(14324) : 슈타시		품사 : NNP 
단어(14325) : 金永三		품사 : SH 
단어(14326) : 議事堂		품사 : SH 
단어(14327) : 빨리		품사 : MAG VV 
단어(14328) : 나일론		품사 : NNG 
단어(14329) : 북향		품사 : NNG 
단어(14330) : 내방깐		품사 : NNG 
단어(14331) : 옷장		품사 : NNG 
단어(14332) : 놓이		품사 : VV 
단어(14333) : 미리내		품사 : NNP 
단어(14334) : 규모		품사 : NNG 
단어(14335) : 국제		품사 : NNG 
단어(14336) : 策士		품사 : SH 
단어(14337) : 국정		품사 : NNG 
단어(14338) : 곽창규		품사 : NNP 
단어(14339) : 마중		품사 : NNG 
단어(14340) : 或用線羅		품사 : SH 
단어(14341) : 절대로		품사 : MAG 
단어(14342) : 수작		품사 : NNG 
단어(14343) : 김봉조		품사 : NNP 
단어(14344) : 숙이		품사 : VV 
단어(14345) : 財務委		품사 : SH 
단어(14346) : 판도라		품사 : NNG 
단어(14347) : 분해		품사 : NNG 
단어(14348) : 용맹		품사 : NNG 
단어(14349) : 硏究員		품사 : SH 
단어(14350) : 여태		품사 : NNG 
단어(14351) : 중심지구국		품사 : NNG 
단어(14352) : 고용인		품사 : NNG 
단어(14353) : 사물놀이		품사 : NNG 
단어(14354) : 통산부		품사 : NNG 
단어(14355) : 조		품사 : NR NNB NNG NNP 
단어(14356) : 순위		품사 : NNG 
단어(14357) : 대한적십자사		품사 : NNP 
단어(14358) : 족		품사 : NNG 
단어(14359) : 굳이		품사 : MAG 
단어(14360) : 존		품사 : NNP 
단어(14361) : 수입		품사 : NNG 
단어(14362) : 울력		품사 : NNG 
단어(14363) : 관할		품사 : NNG 
단어(14364) : 모금		품사 : NNG 
단어(14365) : 니어프로젝트		품사 : NNG 
단어(14366) : 졸		품사 : VV NNG 
단어(14367) : 非理		품사 : SH 
단어(14368) : 막중		품사 : XR 
단어(14369) : 좀		품사 : MAG 
단어(14370) : 한국노동교육원		품사 : NNP 
단어(14371) : 허화평		품사 : NNP 
단어(14372) : 좁		품사 : VA 
단어(14373) : 상층부		품사 : NNG 
단어(14374) : 플라톤		품사 : NNP 
단어(14375) : 나비학		품사 : NNG 
단어(14376) : 빚어지		품사 : VV 
단어(14377) : 종		품사 : NNG 
단어(14378) : 眞實		품사 : SH 
단어(14379) : 좆		품사 : NNG 
단어(14380) : 좇		품사 : VV 
단어(14381) : 배당금		품사 : NNG 
단어(14382) : 흥건히		품사 : MAG 
단어(14383) : 심근		품사 : NNG 
단어(14384) : 좋		품사 : VA 
단어(14385) : 수재		품사 : NNG 
단어(14386) : 좌		품사 : NNG 
단어(14387) : 싼값		품사 : NNG 
단어(14388) : 월드		품사 : NNG 
단어(14389) : 물질대사		품사 : NNG 
단어(14390) : 구조		품사 : NNG 
단어(14391) : 흔쾌히		품사 : MAG 
단어(14392) : 후원		품사 : NNG 
단어(14393) : Turanian		품사 : SL 
단어(14394) : 광안리		품사 : NNP 
단어(14395) : 요법		품사 : NNG 
단어(14396) : 매연		품사 : NNG 
단어(14397) : 관행		품사 : NNG 
단어(14398) : 코리아인		품사 : NNG 
단어(14399) : 모기		품사 : NNG 
단어(14400) : 쿠바군		품사 : NNG 
단어(14401) : 이해력		품사 : NNG 
단어(14402) : 화풍		품사 : NNG 
단어(14403) : 급작스럽		품사 : VA 
단어(14404) : 산문집		품사 : NNG 
단어(14405) : 儀禮		품사 : SH 
단어(14406) : 뻘겋		품사 : VA 
단어(14407) : 그램		품사 : NNB NNP 
단어(14408) : 言語哲學觀		품사 : SH 
단어(14409) : 편도선		품사 : NNG 
단어(14410) : 칼부림		품사 : NNG 
단어(14411) : 만주		품사 : NNP 
단어(14412) : 순응		품사 : NNG 
단어(14413) : 박노수		품사 : NNP 
단어(14414) : 화품		품사 : NNG 
단어(14415) : 급작스레		품사 : MAG 
단어(14416) : 김세영		품사 : NNP 
단어(14417) : 군정		품사 : NNG 
단어(14418) : 목기		품사 : NNG 
단어(14419) : 밀반입		품사 : NNG 
단어(14420) : 그래		품사 : IC 
단어(14421) : 분향		품사 : NNG 
단어(14422) : 구음시나위		품사 : NNG 
단어(14423) : 파먹		품사 : VV 
단어(14424) : 淫祀		품사 : SH 
단어(14425) : 괴로움		품사 : NNG 
단어(14426) : 白綾爲裏		품사 : SH 
단어(14427) : 순이		품사 : NNP 
단어(14428) : 마스크		품사 : NNG 
단어(14429) : 순익		품사 : NNG 
단어(14430) : 넓히		품사 : VV 
단어(14431) : 부화		품사 : NNG 
단어(14432) : 죄		품사 : NNG VV 
단어(14433) : 수근목간지지		품사 : NNG 
단어(14434) : 부활		품사 : NNG 
단어(14435) : 大射禮		품사 : SH 
단어(14436) : 연탄		품사 : NNG 
단어(14437) : 교착		품사 : NNG 
단어(14438) : 을시고		품사 : EF 
단어(14439) : 교차		품사 : NNG 
단어(14440) : 판매		품사 : NNG 
단어(14441) : 삽시간		품사 : NNG 
단어(14442) : 송환		품사 : NNG 
단어(14443) : 습득		품사 : NNG 
단어(14444) : 쓰레기통		품사 : NNG 
단어(14445) : 헤드라이트		품사 : NNG 
단어(14446) : 걸음마		품사 : NNG 
단어(14447) : 숭앙		품사 : NNG 
단어(14448) : 이제현		품사 : NNP 
단어(14449) : 빌붙		품사 : VV 
단어(14450) : 權力		품사 : SH 
단어(14451) : 심기		품사 : NNG 
단어(14452) : 가속기		품사 : NNG 
단어(14453) : 죠		품사 : EC EF 
단어(14454) : 그러		품사 : VV XR 
단어(14455) : 파명		품사 : NNG 
단어(14456) : 우리		품사 : NP NNG 
단어(14457) : 웨다		품사 : EC 
단어(14458) : 수정		품사 : NNG NNP 
단어(14459) : 중학교		품사 : NNG 
단어(14460) : 유감		품사 : NNG 
단어(14461) : 수절		품사 : NNG 
단어(14462) : 새하얗		품사 : VA 
단어(14463) : 아르타		품사 : NNP 
단어(14464) : 순자		품사 : NNP 
단어(14465) : 哀薦		품사 : SH 
단어(14466) : 그런		품사 : MM 
단어(14467) : 中共		품사 : SH 
단어(14468) : 엄혹		품사 : XR 
단어(14469) : 근거지		품사 : NNG 
단어(14470) : 수저		품사 : NNG 
단어(14471) : 순임		품사 : NNP 
단어(14472) : 밤새껏		품사 : MAG 
단어(14473) : 고무보트		품사 : NNG 
단어(14474) : 수전		품사 : NNG 
단어(14475) : 틀림없이		품사 : MAG 
단어(14476) : 절대루		품사 : MAG 
단어(14477) : 파멸		품사 : NNG 
단어(14478) : 휘둥그레지		품사 : VV 
단어(14479) : 통행량		품사 : NNG 
단어(14480) : 유가		품사 : NNG 
단어(14481) : 주		품사 : VX VV NNP NNG MM NNB 
단어(14482) : 죽		품사 : VV NNG 
단어(14483) : 黨論		품사 : SH 
단어(14484) : 先貸物資		품사 : SH 
단어(14485) : 준		품사 : NNG XPN 
단어(14486) : 예측		품사 : NNG 
단어(14487) : 미술가		품사 : NNG 
단어(14488) : 굴절		품사 : NNG 
단어(14489) : 自衛隊		품사 : SH 
단어(14490) : 팔리		품사 : VV 
단어(14491) : 명당		품사 : NNG 
단어(14492) : 줄		품사 : NNB NNG VV 
단어(14493) : 숙정		품사 : NNG 
단어(14494) : 기녀		품사 : NNG 
단어(14495) : 구주		품사 : NNP 
단어(14496) : 처리장		품사 : NNG 
단어(14497) : 용모		품사 : NNG 
단어(14498) : 쌀값		품사 : NNG 
단어(14499) : 아마존		품사 : NNP 
단어(14500) : 공갈단		품사 : NNG 
단어(14501) : 줌		품사 : NNG 
단어(14502) : 줍		품사 : VV 
단어(14503) : 軍縮		품사 : SH 
단어(14504) : 英淑		품사 : SH 
단어(14505) : 중		품사 : NNB NNP NNG 
단어(14506) : 그럼		품사 : MAJ 
단어(14507) : 一團		품사 : SH 
단어(14508) : 마르두크신		품사 : NNP 
단어(14509) : 명단		품사 : NNG 
단어(14510) : 불행		품사 : NNG 
단어(14511) : 누명		품사 : NNG 
단어(14512) : 농주		품사 : NNG 
단어(14513) : 그렇		품사 : VA 
단어(14514) : 맛있		품사 : VA 
단어(14515) : 부회		품사 : NNG 
단어(14516) : 수제		품사 : NNG 
단어(14517) : 군졸		품사 : NNG 
단어(14518) : 마케팅		품사 : NNG 
단어(14519) : 와인		품사 : NNG 
단어(14520) : 대중음악		품사 : NNG 
단어(14521) : 외산		품사 : NNG 
단어(14522) : 싱긋		품사 : MAG 
단어(14523) : 후일		품사 : NNG 
단어(14524) : 전문의		품사 : NNG 
단어(14525) : 전담자		품사 : NNG 
단어(14526) : 표준어		품사 : NNG 
단어(14527) : 공히		품사 : MAG 
단어(14528) : 周邊		품사 : SH 
단어(14529) : 劉彰順		품사 : SH 
단어(14530) : 놀이판		품사 : NNG 
단어(14531) : 양성소		품사 : NNG 
단어(14532) : 美國		품사 : SH 
단어(14533) : 韓美通商		품사 : SH 
단어(14534) : 머릿속		품사 : NNG 
단어(14535) : 400		품사 : SN 
단어(14536) : 기념		품사 : NNG 
단어(14537) : 進化		품사 : SH 
단어(14538) : 생명력		품사 : NNG 
단어(14539) : 눌리		품사 : VV 
단어(14540) : 朴晙瑩		품사 : SH 
단어(14541) : 달구지풀		품사 : NNG 
단어(14542) : 숙제		품사 : NNG 
단어(14543) : 미숫가루		품사 : NNG 
단어(14544) : 뻐근		품사 : XR 
단어(14545) : 숭어		품사 : NNG 
단어(14546) : 시내		품사 : NNG 
단어(14547) : 수조		품사 : NNG 
단어(14548) : 맞이		품사 : XR NNG 
단어(14549) : 극렬		품사 : NNG 
단어(14550) : 삼국지		품사 : NNP 
단어(14551) : 분화		품사 : NNG 
단어(14552) : 예치		품사 : NNG 
단어(14553) : 이기주의		품사 : NNG 
단어(14554) : 팔매		품사 : NNG 
단어(14555) : 쥐		품사 : VV NNG 
단어(14556) : 갈라지		품사 : VV 
단어(14557) : 외상		품사 : NNG 
단어(14558) : 독재자		품사 : NNG 
단어(14559) : 후자		품사 : NNG 
단어(14560) : 불허		품사 : NNG 
단어(14561) : 근량		품사 : NNG 
단어(14562) : 후임		품사 : NNG 
단어(14563) : 결정타		품사 : NNG 
단어(14564) : 417		품사 : SN 
단어(14565) : 매우		품사 : MAG 
단어(14566) : 마음속		품사 : NNG 
단어(14567) : 분홍		품사 : NNG 
단어(14568) : 공산당		품사 : NNP 
단어(14569) : 훼상		품사 : NNG 
단어(14570) : 四節茶禮		품사 : SH 
단어(14571) : 순정		품사 : NNG 
단어(14572) : 만지		품사 : VV 
단어(14573) : 수직선		품사 : NNG 
단어(14574) : 명덕		품사 : NNP 
단어(14575) : 연구소		품사 : NNG 
단어(14576) : 술잔		품사 : NNG 
단어(14577) : 쥬		품사 : EF 
단어(14578) : 윤활유		품사 : NNG 
단어(14579) : 푸른빛		품사 : NNG 
단어(14580) : 판명		품사 : NNG 
단어(14581) : 교체		품사 : NNG 
단어(14582) : 플러스		품사 : NNG 
단어(14583) : 420		품사 : SN 
단어(14584) : 얽히		품사 : VV 
단어(14585) : 제주시		품사 : NNP 
단어(14586) : 에너지		품사 : NNG 
단어(14587) : 어렴풋		품사 : XR 
단어(14588) : 절뚝이		품사 : VV 
단어(14589) : 후장		품사 : NNG 
단어(14590) : 무족이		품사 : NNG 
단어(14591) : 굴종		품사 : NNG 
단어(14592) : 주파수		품사 : NNG 
단어(14593) : 즉		품사 : MAJ MAG 
단어(14594) : 동남아		품사 : NNG NNP 
단어(14595) : 떠밀리		품사 : VV 
단어(14596) : 잘생기		품사 : VA 
단어(14597) : 델라웨어		품사 : NNP 
단어(14598) : 공장입지		품사 : NNG 
단어(14599) : 화합		품사 : NNG 
단어(14600) : 맞장		품사 : NNG 
단어(14601) : 수수깡		품사 : NNG 
단어(14602) : 430		품사 : SN 
단어(14603) : 숙종		품사 : NNP 
단어(14604) : 우먼		품사 : NNG 
단어(14605) : 까까		품사 : NNG 
단어(14606) : 투호		품사 : NNG 
단어(14607) : 문일현		품사 : NNP 
단어(14608) : 물장수		품사 : NNG 
단어(14609) : 김경수		품사 : NNP 
단어(14610) : 즙		품사 : NNG 
단어(14611) : 군주		품사 : NNG 
단어(14612) : 장명수		품사 : NNP 
단어(14613) : 증		품사 : NNG 
단어(14614) : 화학		품사 : NNG 
단어(14615) : 돼지우리		품사 : NNG 
단어(14616) : 신나		품사 : VV 
단어(14617) : 똥물		품사 : NNG 
단어(14618) : 근간히		품사 : MAG 
단어(14619) : 악튀엘		품사 : NNP 
단어(14620) : 친척		품사 : NNG 
단어(14621) : 이바지		품사 : NNG 
단어(14622) : 유권자		품사 : NNG 
단어(14623) : 삼종지도		품사 : NNG 
단어(14624) : 조희제		품사 : NNP 
단어(14625) : 장단기		품사 : NNG 
단어(14626) : 멀미		품사 : NNG 
단어(14627) : 군중		품사 : NNG 
단어(14628) : 파묻		품사 : VV 
단어(14629) : 파문		품사 : NNG 
단어(14630) : companionship		품사 : SL 
단어(14631) : 멍멍		품사 : MAG 
단어(14632) : 화해		품사 : NNG 
단어(14633) : 근력		품사 : NNG 
단어(14634) : 는데다		품사 : EC 
단어(14635) : 외서		품사 : NNG 
단어(14636) : 지		품사 : EC VX VV NNG EF NNB NP 
단어(14637) : 구직		품사 : NNG 
단어(14638) : 스럽		품사 : XSA 
단어(14639) : 직		품사 : NNG 
단어(14640) : 스리랑카		품사 : NNP 
단어(14641) : 일석이조		품사 : NNG 
단어(14642) : 진		품사 : NNP NNG 
단어(14643) : 농지		품사 : NNG 
단어(14644) : 훈장		품사 : NNG 
단어(14645) : 부흐		품사 : NNP 
단어(14646) : 질		품사 : XSN NNG 
단어(14647) : 순조		품사 : NNG 
단어(14648) : 유공		품사 : NNP 
단어(14649) : 망정		품사 : NNB 
단어(14650) : 메리		품사 : NNP 
단어(14651) : 짐		품사 : NNG NNP 
단어(14652) : 유골		품사 : NNG 
단어(14653) : 동서남북		품사 : NNG 
단어(14654) : 집		품사 : NNG VV NNB 
단어(14655) : 짓		품사 : VV NNG 
단어(14656) : 간척지		품사 : NNG 
단어(14657) : 몽고		품사 : NNP 
단어(14658) : 둘러싸이		품사 : VV 
단어(14659) : 징		품사 : NNG 
단어(14660) : 458		품사 : SN 
단어(14661) : 교총		품사 : NNP 
단어(14662) : 유고		품사 : NNP NNG 
단어(14663) : 짙		품사 : VA 
단어(14664) : 짚		품사 : VV NNG 
단어(14665) : 전문점		품사 : NNG 
단어(14666) : 격렬히		품사 : MAG 
단어(14667) : 불화		품사 : NNG 
단어(14668) : 짜		품사 : VV VA 
단어(14669) : 몽골		품사 : NNP 
단어(14670) : 짝		품사 : NNB NNG 
단어(14671) : 犯者以輕蔑禮法論一		품사 : SH 
단어(14672) : 수중		품사 : NNG 
단어(14673) : 오물통		품사 : NNG 
단어(14674) : 셔터맨		품사 : NNG 
단어(14675) : 명동		품사 : NNP 
단어(14676) : 그루		품사 : NNB 
단어(14677) : 국지		품사 : NNG 
단어(14678) : 짧		품사 : VA 
단어(14679) : 이방인		품사 : NNG 
단어(14680) : 增車		품사 : SH 
단어(14681) : 울리		품사 : VV NP 
단어(14682) : 460		품사 : SN 
단어(14683) : 수준		품사 : NNG 
단어(14684) : 순종		품사 : NNG 
단어(14685) : 황급히		품사 : MAG 
단어(14686) : 부흥		품사 : NNG 
단어(14687) : 권역		품사 : NNG 
단어(14688) : 가로채		품사 : VV 
단어(14689) : 근로		품사 : NNG 
단어(14690) : 인간관		품사 : NNG 
단어(14691) : 불황		품사 : NNG 
단어(14692) : 토신제		품사 : NNG 
단어(14693) : 김홍만		품사 : NNP 
단어(14694) : 째		품사 : XSN 
단어(14695) : 유관		품사 : NNG 
단어(14696) : 都契長一年一度會各面契長有司于一處議約法一		품사 : SH 
단어(14697) : 진달래		품사 : NNG 
단어(14698) : 지껄이		품사 : VV 
단어(14699) : 목동병원		품사 : NNP 
단어(14700) : 시녀		품사 : NNG 
단어(14701) : 수주		품사 : NNG 
단어(14702) : 켈러		품사 : NNP 
단어(14703) : 산청군		품사 : NNP 
단어(14704) : 귓불		품사 : NNG 
단어(14705) : 외손		품사 : NNG 
단어(14706) : 위난		품사 : NNG 
단어(14707) : 카메라		품사 : NNG 
단어(14708) : 주물럭거리		품사 : VV 
단어(14709) : 아킬레스건		품사 : NNG 
단어(14710) : 유괴		품사 : NNG 
단어(14711) : 470		품사 : SN 
단어(14712) : 훼손		품사 : NNG 
단어(14713) : 매일		품사 : MAG NNG 
단어(14714) : 팔목		품사 : NNG 
단어(14715) : 自身		품사 : SH 
단어(14716) : 476		품사 : SN 
단어(14717) : 그룹		품사 : NNG 
단어(14718) : 民正黨		품사 : SH 
단어(14719) : 깐깐		품사 : XR 
단어(14720) : 478		품사 : SN 
단어(14721) : 태극기		품사 : NNG 
단어(14722) : 李順子		품사 : SH 
단어(14723) : 환하		품사 : VA 
단어(14724) : 림동원		품사 : NNP 
단어(14725) : 울림		품사 : NNG 
단어(14726) : 보라색		품사 : NNG 
단어(14727) : 길녀		품사 : NNP 
단어(14728) : 태권무		품사 : NNG 
단어(14729) : 눈물		품사 : NNG 
단어(14730) : 남성복		품사 : NNG 
단어(14731) : 茅沙		품사 : SH 
단어(14732) : 민간인		품사 : NNG 
단어(14733) : 뜯어내		품사 : VV 
단어(14734) : 유교		품사 : NNG 
단어(14735) : 부의장		품사 : NNG 
단어(14736) : 힘껏		품사 : MAG 
단어(14737) : 규범		품사 : NNG 
단어(14738) : 노천		품사 : NNG 
단어(14739) : 486		품사 : SN 
단어(14740) : 에코브리지		품사 : NNP 
단어(14741) : 말짱		품사 : XR 
단어(14742) : 처가살이		품사 : NNG 
단어(14743) : 매입		품사 : NNG 
단어(14744) : famility		품사 : SL 
단어(14745) : 커버		품사 : NNG 
단어(14746) : 괴태		품사 : NNG 
단어(14747) : 연쇄점		품사 : NNG 
단어(14748) : 金正日		품사 : SH 
단어(14749) : 四孟朔擇無故之日		품사 : SH 
단어(14750) : 실내		품사 : NNG 
단어(14751) : 닭고기		품사 : NNG 
단어(14752) : 운명		품사 : NNG 
단어(14753) : 쩍		품사 : MAG 
단어(14754) : 속치마		품사 : NNG 
단어(14755) : 次元		품사 : SH 
단어(14756) : 497		품사 : SN 
단어(14757) : 옐친		품사 : NNP 
단어(14758) : 유구		품사 : XR 
단어(14759) : 선연히		품사 : MAG 
단어(14760) : 조평래		품사 : NNP 
단어(14761) : 매장		품사 : NNG 
단어(14762) : 육교		품사 : NNG 
단어(14763) : 완전		품사 : NNG 
단어(14764) : 기념사업		품사 : NNG 
단어(14765) : 오동나무		품사 : NNG 
단어(14766) : 엄히		품사 : MAG 
단어(14767) : 이정표		품사 : NNG 
단어(14768) : 기능		품사 : NNG 
단어(14769) : 일으키		품사 : VV 
단어(14770) : 이동재		품사 : NNP 
단어(14771) : 韓國人		품사 : SH 
단어(14772) : 의정부		품사 : NNP 
단어(14773) : 신념		품사 : NNG 
단어(14774) : 그르		품사 : VA 
단어(14775) : 아이젠하워		품사 : NNP 
